name,internal_var,namelist,group,dtype,default,source_use_count,source_use_files,source_usage_summary,source_use_examples
inocurrent_pol,inocurrent_pol,&inputnl,Boundary Conditions,integer,0,19,unstructured/metricterms_new_gpu.f90(17); unstructured/model.f90(2),"源码引用 19 处；主要在 `metricterms_new_gpu.f90` 17处, `model.f90` 2处。","unstructured/metricterms_new_gpu.f90:8646: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8675: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8704: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8831: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8858: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8885: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8917: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8948: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8979: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15703: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then"
inocurrent_tor,inocurrent_tor,&inputnl,Boundary Conditions,integer,0,11,unstructured/metricterms_new_gpu.f90(7); unstructured/model.f90(2); unstructured/newpar.f90(1); unstructured/newvar.f90(1),"源码引用 11 处；主要在 `metricterms_new_gpu.f90` 7处, `model.f90` 2处, `newpar.f90` 1处, `newvar.f90` 1处。","unstructured/metricterms_new_gpu.f90:8738: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8768: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8798: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16649: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16789: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16865: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:17010: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/model.f90:108: if(inocurrent_tor.eq.1) ibound = ior(ibound, BOUNDARY_LAPLACIAN)
unstructured/model.f90:515: if(inocurrent_tor.eq.1) then
unstructured/newpar.f90:840: if(inocurrent_tor.eq.1) then"
inocurrent_norm,inocurrent_norm,&inputnl,Boundary Conditions,integer,0,17,unstructured/metricterms_new_gpu.f90(15); unstructured/model.f90(2),"源码引用 17 处；主要在 `metricterms_new_gpu.f90` 15处, `model.f90` 2处。","unstructured/metricterms_new_gpu.f90:13444: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13451: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13556: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13607: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13614: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13670: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13735: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15019: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15058: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16686: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then"
ifbound,ifbound,&inputnl,Boundary Conditions,integer,-1,12,unstructured/model.f90(4); unstructured/input.f90(3); unstructured/newvar.f90(3); unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1),"源码引用 12 处；主要在 `model.f90` 4处, `input.f90` 3处, `newvar.f90` 3处, `ludef_t.f90` 1处。","unstructured/input.f90:1745: if(ifbound.eq.-1) then
unstructured/input.f90:1747: ifbound = 2
unstructured/input.f90:1749: ifbound = 1
unstructured/ludef_t.f90:4795: if(ifbound.eq.2) then
unstructured/ludef_t_gpu.f90:5452: if(ifbound.eq.2) then
unstructured/model.f90:156: if(ifbound.eq.1) then
unstructured/model.f90:158: else if(ifbound.eq.2) then
unstructured/model.f90:564: if(ifbound.eq.1) then
unstructured/model.f90:566: else if(ifbound.eq.2) then
unstructured/newvar.f90:100: if(ifbound.eq.1) then"
iconstflux,iconstflux,&inputnl,Boundary Conditions,integer,0,2,unstructured/newpar.f90(1); unstructured/time_step.f90(1),"源码引用 2 处；主要在 `newpar.f90` 1处, `time_step.f90` 1处。","unstructured/newpar.f90:921: if(numvar.ge.2 .and. iconstflux.eq.1) then
unstructured/time_step.f90:237: if(iconstflux.eq.1 .and. numvar.ge.2) then"
iper,iper,&inputnl,Boundary Conditions,integer,0,24,unstructured/model.f90(9); unstructured/boundary.f90(4); unstructured/rmp.f90(3); unstructured/biharmonic.f90(1); unstructured/gradshafranov.f90(1); unstructured/gread_restart_c11.fh(1); unstructured/init_vmec.f90(1); unstructured/kprad_m3dc1.f90(1),"源码引用 24 处；主要在 `model.f90` 9处, `boundary.f90` 4处, `rmp.f90` 3处, `biharmonic.f90` 1处。","unstructured/biharmonic.f90:311: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:679: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:725: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:764: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:809: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gradshafranov.f90:3400: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gread_restart_c11.fh:13: call adios_read (adios_handle, ""iper"", iiper, adios_buf_size, adios_err)
unstructured/init_vmec.f90:278: if(iper.eq.1 .and. jper.eq.1) return
unstructured/kprad_m3dc1.f90:241: if(iper.eq.1 .and. jper.eq.1) return
unstructured/model.f90:286: if(iper.eq.1 .and. jper.eq.1) return"
jper,jper,&inputnl,Boundary Conditions,integer,0,24,unstructured/model.f90(9); unstructured/boundary.f90(4); unstructured/rmp.f90(3); unstructured/biharmonic.f90(1); unstructured/gradshafranov.f90(1); unstructured/gread_restart_c11.fh(1); unstructured/init_vmec.f90(1); unstructured/kprad_m3dc1.f90(1),"源码引用 24 处；主要在 `model.f90` 9处, `boundary.f90` 4处, `rmp.f90` 3处, `biharmonic.f90` 1处。","unstructured/biharmonic.f90:311: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:679: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:725: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:764: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:809: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gradshafranov.f90:3400: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gread_restart_c11.fh:15: call adios_read (adios_handle, ""jper"", ijper, adios_buf_size, adios_err)
unstructured/init_vmec.f90:278: if(iper.eq.1 .and. jper.eq.1) return
unstructured/kprad_m3dc1.f90:241: if(iper.eq.1 .and. jper.eq.1) return
unstructured/model.f90:286: if(iper.eq.1 .and. jper.eq.1) return"
tebound,tebound,&inputnl,Boundary Conditions,real,-1.,2,unstructured/model.f90(2),源码引用 2 处；主要在 `model.f90` 2处。,"unstructured/model.f90:722: if((tebound.gt.0.) .and. is_inner) then
unstructured/model.f90:724: temp(1) = tebound"
tibound,tibound,&inputnl,Boundary Conditions,real,-1.,2,unstructured/model.f90(2),源码引用 2 处；主要在 `model.f90` 2处。,"unstructured/model.f90:801: if((tibound.gt.0.) .and. is_inner) then
unstructured/model.f90:803: temp(1) = tibound"
eta_wall,eta_wall,&inputnl,Resistive Wall,real,1e-3,5,unstructured/input.f90(3); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 5 处；主要在 `input.f90` 3处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1585: if(eta_wall .gt. eta_vac) then
unstructured/input.f90:1586: if(myrank.eq.0) print *, 'Warning: eta_wall > eta_vac.'
unstructured/input.f90:1629: if(eta_wallRZ .lt. 0) eta_wallRZ = eta_wall
unstructured/output.f90:303: call write_real_attr(root_id, ""eta_wall"" , eta_wall, error)
unstructured/resistive_wall.f90:73: wall_resistivity = eta_wall"
eta_wallRZ,eta_wallRZ,&inputnl,Resistive Wall,real,-1.,2,unstructured/input.f90(1); unstructured/resistive_wall.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1629: if(eta_wallRZ .lt. 0) eta_wallRZ = eta_wall
unstructured/resistive_wall.f90:137: wall_resistivityRZ = eta_wallRZ"
eta_vac,eta_vac,&inputnl,Resistive Wall,real,1.,5,unstructured/input.f90(3); unstructured/m3dc1_nint.f90(1); unstructured/transport.f90(1),"源码引用 5 处；主要在 `input.f90` 3处, `m3dc1_nint.f90` 1处, `transport.f90` 1处。","unstructured/input.f90:1585: if(eta_wall .gt. eta_vac) then
unstructured/input.f90:1586: if(myrank.eq.0) print *, 'Warning: eta_wall > eta_vac.'
unstructured/input.f90:1796: if(eta_max.le.0.) eta_max = eta_vac
unstructured/m3dc1_nint.f90:1229: eta79(:,OP_1) = eta_vac
unstructured/transport.f90:1101: temp79a = eta_vac - etar*eta_fac"
iwall_breaks,iwall_breaks,&inputnl,Resistive Wall,integer,0,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:83: do i=iwall_breaks, 1, -1
unstructured/resistive_wall.f90:147: do i=iwall_breaks, 1, -1"
eta_break,eta_break,&inputnl,Resistive Wall,real array,1.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:92: wall_resistivity = eta_break(i)
unstructured/resistive_wall.f90:156: wall_resistivityRZ = eta_break(i)"
wall_break_xmin,wall_break_xmin,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:88: if(x.ge.wall_break_xmin(i) .and. &
unstructured/resistive_wall.f90:152: if(x.ge.wall_break_xmin(i) .and. &"
wall_break_xmax,wall_break_xmax,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:89: x.le.wall_break_xmax(i) .and. &
unstructured/resistive_wall.f90:153: x.le.wall_break_xmax(i) .and. &"
wall_break_zmin,wall_break_zmin,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:90: z.ge.wall_break_zmin(i) .and. &
unstructured/resistive_wall.f90:154: z.ge.wall_break_zmin(i) .and. &"
wall_break_zmax,wall_break_zmax,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:91: z.le.wall_break_zmax(i)) then
unstructured/resistive_wall.f90:155: z.le.wall_break_zmax(i)) then"
wall_break_phimin,wall_break_phimin,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:85: if(phi.ge.wall_break_phimin(i) .and. &
unstructured/resistive_wall.f90:149: if(phi.ge.wall_break_phimin(i) .and. &"
wall_break_phimax,wall_break_phimax,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:86: phi.le.wall_break_phimax(i)) then
unstructured/resistive_wall.f90:150: phi.le.wall_break_phimax(i)) then"
iwall_regions,iwall_regions,&inputnl,Resistive Wall,integer,0,9,unstructured/resistive_wall.f90(5); unstructured/input.f90(2); unstructured/output.f90(2),"源码引用 9 处；主要在 `resistive_wall.f90` 5处, `input.f90` 2处, `output.f90` 2处。","unstructured/input.f90:1630: if(iwall_regions.gt.0) then
unstructured/input.f90:1631: do i=1,iwall_regions
unstructured/output.f90:941: call write_int_attr(group_id, ""iwall_regions"", iwall_regions, error)
unstructured/output.f90:943: do i=1, iwall_regions
unstructured/resistive_wall.f90:41: do i=1, iwall_regions
unstructured/resistive_wall.f90:53: do i=1, iwall_regions
unstructured/resistive_wall.f90:56: iwall_regions = 0
unstructured/resistive_wall.f90:76: do i=iwall_regions, 1, -1
unstructured/resistive_wall.f90:140: do i=iwall_regions, 1, -1"
wall_region_eta,wall_region_eta,&inputnl,Resistive Wall,real array,1e-3,3,unstructured/input.f90(1); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 3 处；主要在 `input.f90` 1处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1633: wall_region_etaRZ(i) = wall_region_eta(i)
unstructured/output.f90:949: call write_real_attr(region_group_id, ""eta"", wall_region_eta(i), error)
unstructured/resistive_wall.f90:78: wall_resistivity = wall_region_eta(i)"
wall_region_etaRZ,wall_region_etaRZ,&inputnl,Resistive Wall,real array,-1.,4,unstructured/input.f90(2); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 4 处；主要在 `input.f90` 2处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1632: if(wall_region_etaRZ(i) .lt. 0) then
unstructured/input.f90:1633: wall_region_etaRZ(i) = wall_region_eta(i)
unstructured/output.f90:950: call write_real_attr(region_group_id, ""etaRZ"", wall_region_etaRZ(i),error)
unstructured/resistive_wall.f90:142: wall_resistivityRZ = wall_region_etaRZ(i)"
eta_zone,eta_zone,&inputnl,Resistive Wall,real array,0.,4,unstructured/resistive_wall.f90(4),源码引用 4 处；主要在 `resistive_wall.f90` 4处。,"unstructured/resistive_wall.f90:70: if(eta_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:71: wall_resistivity = eta_zone(izone)
unstructured/resistive_wall.f90:134: else if(eta_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:135: wall_resistivityRZ = eta_zone(izone)"
etaRZ_zone,etaRZ_zone,&inputnl,Resistive Wall,real array,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:132: if(etaRZ_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:133: wall_resistivityRZ = etaRZ_zone(izone)"
wall_region_filename,wall_region_filename,&inputnl,Resistive Wall,character(len=256) array,"""""",1,unstructured/resistive_wall.f90(1),源码引用 1 处；主要在 `resistive_wall.f90` 1处。,"unstructured/resistive_wall.f90:42: call create_region_from_file(wall_region(i), wall_region_filename(i), &"
eta_rekc,eta_rekc,&inputnl,Resistive Wall,real,0.,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:100: if(eta_rekc.gt.0) then
unstructured/resistive_wall.f90:109: wall_resistivity = 10.**(log10(wall_resistivity)*(1.-f) + log10(eta_rekc)*f)
unstructured/resistive_wall.f90:115: wall_resistivity = 10.**(log10(wall_resistivity)*(1.-max(f1,f2)) + log10(eta_rekc)*max(f1,f2))
unstructured/resistive_wall.f90:164: if(eta_rekc.gt.0) then
unstructured/resistive_wall.f90:173: wall_resistivityRZ = 10.**(log10(wall_resistivityRZ)*(1.-f) + log10(eta_rekc)*f)
unstructured/resistive_wall.f90:179: wall_resistivityRZ = 10.**(log10(wall_resistivityRZ)*(1.-max(f1,f2)) + log10(eta_rekc)*max(f1,f2))"
ntor_rekc,ntor_rekc,&inputnl,Resistive Wall,integer,0,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:104: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period
unstructured/resistive_wall.f90:168: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period"
mpol_rekc,mpol_rekc,&inputnl,Resistive Wall,integer,0,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:107: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:111: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:113: f2 = cos(f + mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:171: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:175: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:177: f2 = cos(f + mpol_rekc*(theta-theta_rekc))"
isym_rekc,isym_rekc,&inputnl,Resistive Wall,integer,0,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:106: if(isym_rekc .eq. 0) then
unstructured/resistive_wall.f90:170: if(isym_rekc .eq. 0) then"
phi_rekc,phi_rekc,&inputnl,Resistive Wall,real,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:104: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period
unstructured/resistive_wall.f90:168: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period"
theta_rekc,theta_rekc,&inputnl,Resistive Wall,real,0.,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:107: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:111: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:113: f2 = cos(f + mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:171: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:175: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:177: f2 = cos(f + mpol_rekc*(theta-theta_rekc))"
sigma_rekc,sigma_rekc,&inputnl,Resistive Wall,real,0.,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:108: f = exp((f-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:112: f1 = exp((f1-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:114: f2 = exp((f2-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:172: f = exp((f-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:176: f1 = exp((f1-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:178: f2 = exp((f2-1.)/sigma_rekc**2)"
rzero_rekc,rzero_rekc,&inputnl,Resistive Wall,real,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:101: theta = atan2(z-zzero_rekc, x-rzero_rekc)
unstructured/resistive_wall.f90:165: theta = atan2(z-zzero_rekc, x-rzero_rekc)"
zzero_rekc,zzero_rekc,&inputnl,Resistive Wall,real,0.,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:101: theta = atan2(z-zzero_rekc, x-rzero_rekc)
unstructured/resistive_wall.f90:165: theta = atan2(z-zzero_rekc, x-rzero_rekc)"
ntimemax,ntimemax,&inputnl,Time Step,integer,20,4,unstructured/kprad_test.f90(2); unstructured/newpar.f90(2),"源码引用 4 处；主要在 `kprad_test.f90` 2处, `newpar.f90` 2处。","unstructured/kprad_test.f90:18: ntimemax = 100
unstructured/kprad_test.f90:38: do ntime=1, ntimemax
unstructured/newpar.f90:363: if(ntimemax.le.ntime) call safestop(0)
unstructured/newpar.f90:371: do ntime=ntime+1,ntimemax"
integrator,integrator,&inputnl,Time Step,integer,0,6,unstructured/input.f90(1); unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1); unstructured/newpar.f90(1); unstructured/output.f90(1); unstructured/time_step.f90(1),"源码引用 6 处；主要在 `input.f90` 1处, `ludef_t.f90` 1处, `ludef_t_gpu.f90` 1处, `newpar.f90` 1处。","unstructured/input.f90:1552: if(integrator.eq.1) then
unstructured/ludef_t.f90:4994: if(integrator.eq.1 .and. ntime.gt.1) then
unstructured/ludef_t_gpu.f90:5650: if(integrator.eq.1 .and. ntime.gt.1) then
unstructured/newpar.f90:556: select case(integrator)
unstructured/output.f90:269: call write_int_attr (root_id, ""integrator"" , integrator, error)
unstructured/time_step.f90:106: .or. (integrator.eq.1 .and. ntime.eq.1) .or. meshAdapted .eq. 1) then"
isplitstep,isplitstep,&inputnl,Time Step,integer,1,57,unstructured/ludef_t.f90(17); unstructured/ludef_t_gpu.f90(15); unstructured/input.f90(11); unstructured/time_step.f90(8); unstructured/error_estimate.f90(2); unstructured/particle_com.f90(2); unstructured/particle.f90(1); unstructured/time_step_split.f90(1),"源码引用 57 处；主要在 `ludef_t.f90` 17处, `ludef_t_gpu.f90` 15处, `input.f90` 11处, `time_step.f90` 8处。","unstructured/error_estimate.f90:647: if (isplitstep .eq. 1 .and. .false.) then ! skip
unstructured/error_estimate.f90:765: if (isplitstep .eq. 0 .or. .true.) then
unstructured/input.f90:1428: if(isplitstep.eq.1) then
unstructured/input.f90:1429: if(myrank.eq.0) print *, 'imp_temp=1 not allowed with isplitstep=1'
unstructured/input.f90:1438: if(isplitstep.eq.0 .and. ipressplit.eq.1) then
unstructured/input.f90:1439: if(myrank.eq.0) print *, ""ipressplit=1 not allowed with isplitstep=0""
unstructured/input.f90:1443: if(isplitstep.eq.0 .and. idiff.eq.1) then
unstructured/input.f90:1444: if(myrank.eq.0) print *, ""idiff=1 not allowed with isplitstep=0""
unstructured/input.f90:1479: if(isplitstep.eq.0) then
unstructured/input.f90:1483: print *, 'WARNING: poloidal velocity smoothing not available with isplitstep=0'"
iteratephi,iteratephi,&inputnl,Time Step,integer,0,4,unstructured/input.f90(2); unstructured/time_step_split.f90(1); unstructured/time_step_unsplit.f90(1),"源码引用 4 处；主要在 `input.f90` 2处, `time_step_split.f90` 1处, `time_step_unsplit.f90` 1处。","unstructured/input.f90:1408: if(iteratephi.eq.1) then
unstructured/input.f90:1409: if(myrank.eq.0) print *, ""iteratephi=1 is not allowed with linear=1.""
unstructured/time_step_split.f90:1384: if(iteratephi.eq.1) then
unstructured/time_step_unsplit.f90:327: if(linear.eq.0 .and. iteratephi.eq.0) call clear_mat(s1_mat)"
imp_mod,imp_mod,&inputnl,Time Step,integer,1,20,unstructured/ludef_t.f90(9); unstructured/ludef_t_gpu.f90(9); unstructured/electrostatic_potential.f90(1); unstructured/input.f90(1),"源码引用 20 处；主要在 `ludef_t.f90` 9处, `ludef_t_gpu.f90` 9处, `electrostatic_potential.f90` 1处, `input.f90` 1处。","unstructured/electrostatic_potential.f90:599: if(imp_mod.eq.0) then
unstructured/input.f90:1480: imp_mod = 0
unstructured/ludef_t.f90:43: select case(imp_mod)
unstructured/ludef_t.f90:705: select case(imp_mod)
unstructured/ludef_t.f90:1274: select case(imp_mod)
unstructured/ludef_t.f90:1908: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:2787: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:3475: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:4096: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:5904: if(imp_mod.eq.0) then"
caramana_fac,caramana_fac,&inputnl,Time Step,real,1.,3,unstructured/ludef_t.f90(3),源码引用 3 处；主要在 `ludef_t.f90` 3处。,"unstructured/ludef_t.f90:47: ththm = -bdf*thimp**2*caramana_fac
unstructured/ludef_t.f90:709: ththm = -bdf*thimp**2*caramana_fac
unstructured/ludef_t.f90:1278: ththm = -bdf*thimp**2*caramana_fac"
idiff,idiff,&inputnl,Time Step,integer,0,48,unstructured/model.f90(14); unstructured/ludef_t.f90(13); unstructured/ludef_t_gpu.f90(13); unstructured/time_step_split.f90(5); unstructured/input.f90(2); unstructured/kprad_m3dc1.f90(1),"源码引用 48 处；主要在 `model.f90` 14处, `ludef_t.f90` 13处, `ludef_t_gpu.f90` 13处, `time_step_split.f90` 5处。","unstructured/input.f90:1443: if(isplitstep.eq.0 .and. idiff.eq.1) then
unstructured/input.f90:1444: if(myrank.eq.0) print *, ""idiff=1 not allowed with isplitstep=0""
unstructured/kprad_m3dc1.f90:258: if(idiff .gt. 0) then
unstructured/ludef_t.f90:5560: if(idiff .gt. 0) dd(:,:,psi_g) = dd(:,:,psi_g) - ss(:,:,psi_g)
unstructured/ludef_t.f90:5566: if(idiff .gt. 0) dd(:,:,e_g) = dd(:,:,e_g) - ss(:,:,e_g)
unstructured/ludef_t.f90:5571: if(idiff .gt. 0) dd(:,:,bz_g) = dd(:,:,bz_g) - ss(:,:,bz_g)
unstructured/ludef_t.f90:5581: if(idiff .gt. 0) dd(:,:,p_g) = dd(:,:,p_g) - ss(:,:,p_g)
unstructured/ludef_t.f90:5585: if(idiff .gt. 0) dd(:,:,pe_g) = dd(:,:,pe_g) - ss(:,:,pe_g)
unstructured/ludef_t.f90:5601: if(imp_bf.eq.1 .and. idiff .gt. 0) q_bf(:,:) = q_bf(:,:) - r_bf(:,:)
unstructured/ludef_t.f90:5781: if(idiff .gt. 0) dd(:,:, p_g) = dd(:,:, p_g) - ss(:,:, p_g)"
idifv,idifv,&inputnl,Time Step,integer,0,7,unstructured/ludef_t.f90(3); unstructured/ludef_t_gpu.f90(3); unstructured/time_step_split.f90(1),"源码引用 7 处；主要在 `ludef_t.f90` 3处, `ludef_t_gpu.f90` 3处, `time_step_split.f90` 1处。","unstructured/ludef_t.f90:5272: if(idifv .gt. 0) dd(:,:, u_g) = dd(:,:, u_g) - ss(:,:, u_g)
unstructured/ludef_t.f90:5301: if(idifv .gt. 0) dd(:,:, vz_g) = dd(:,:, vz_g) - ss(:,:, vz_g)
unstructured/ludef_t.f90:5307: if(idifv .gt. 0) dd(:,:, chi_g) = dd(:,:, chi_g) - ss(:,:, chi_g)
unstructured/ludef_t_gpu.f90:5992: if(idifv .gt. 0) dd(:,:, u_g) = dd(:,:, u_g) - ss(:,:, u_g)
unstructured/ludef_t_gpu.f90:6021: if(idifv .gt. 0) dd(:,:, vz_g) = dd(:,:, vz_g) - ss(:,:, vz_g)
unstructured/ludef_t_gpu.f90:6027: if(idifv .gt. 0) dd(:,:, chi_g) = dd(:,:, chi_g) - ss(:,:, chi_g)
unstructured/time_step_split.f90:899: if(idifv .gt.0) then"
irecalc_eta,irecalc_eta,&inputnl,Time Step,integer,0,2,unstructured/time_step_split.f90(2),源码引用 2 处；主要在 `time_step_split.f90` 2处。,"unstructured/time_step_split.f90:991: if(irecalc_eta.eq.1) then
unstructured/time_step_split.f90:1072: if(irecalc_eta.eq.1) then"
iconst_eta,iconst_eta,&inputnl,Time Step,integer,0,0,,未发现除注册/声明外的源码引用；可能是废弃参数、条件编译路径参数，或仅由外部工具/库间接使用。,
